Nome,Sexo,Idade,Altura_cm,Peso_kg,Pais,Código_pais,Ano,Estação,Cidade,Esporte,Evento,Medalha,Altura_m,IMC,Pais_traduzido
Irina Alekseyevna Abysova,F,31.0,175.0,56.0,Russia,RUS,2012,Verão,London,Triatlo,Triatlo Feminino Distância Olímpica,,1.75,18.285714285714285,Rússia
William Accambray,M,24.0,194.0,104.0,France,FRA,2012,Verão,London,Handebol,Handebol Masculino,Ouro,1.94,27.63311722818578,França
Javier Carlos Acevedo,M,18.0,182.0,68.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 100 metros Costas,,1.82,20.528921627822726,Canadá
Javier Carlos Acevedo,M,18.0,182.0,68.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,1.82,20.528921627822726,Canadá
Nicole Jocelin Acevedo Tangarife,F,21.0,166.0,70.0,Colombia,COL,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Feminino,,1.66,25.402816083611555,Colômbia
Sharon Evelin Acevedo Tangarife,F,23.0,170.0,61.0,Colombia,COL,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Feminino,,1.7,21.107266435986162,Colômbia
Jaouad Achab,M,23.0,175.0,64.0,Belgium,BEL,2016,Verão,Rio de Janeiro,Taekwondo,Taekwondo Masculino Peso Pena,,1.75,20.897959183673468,Bélgica
Karem Faride Achach Ramrez,F,25.0,169.0,60.0,Mexico,MEX,2016,Verão,Rio de Janeiro,Nado Sincronizado,Nado Sincronizado Feminino Dueto,,1.69,21.007667798746546,México
Loreto Achaerandio Snchez-Marn,F,20.0,164.0,50.0,Spain,ESP,2012,Verão,London,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,,1.64,18.590124925639504,Espanha
Sharath Kamal Achanta,M,34.0,186.0,85.0,India,IND,2016,Verão,Rio de Janeiro,Tênis de Mesa,Tênis de Mesa Masculino Individual,,1.86,24.56931437160365,Índia
Kieron Robert Achara,M,29.0,208.0,110.0,Great Britain,GBR,2012,Verão,London,Basquete,Basquete Masculino,,2.08,25.425295857988164,Reino Unido
Gemma Acheampong,F,23.0,163.0,54.0,Ghana,GHA,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Feminino Atletismo,,1.63,20.32443825510934,Gana
Janet Achola,F,24.0,167.0,52.0,Uganda,UGA,2012,Verão,London,Atletismo,Atletismo Feminino 1.500 metros,,1.67,18.645344042454013,Uganda
Natalie Chioma Achonwa,F,19.0,190.0,86.0,Canada,CAN,2012,Verão,London,Basquete,Basquete Feminino,,1.9,23.822714681440445,Canadá
Natalie Chioma Achonwa,F,23.0,190.0,86.0,Canada,CAN,2016,Verão,Rio de Janeiro,Basquete,Basquete Feminino,,1.9,23.822714681440445,Canadá
Dallal Merwa Achour,F,17.0,176.0,45.0,Algeria,ALG,2012,Verão,London,Voleibol,Vôlei Feminino,,1.76,14.527376033057852,Argélia
Haykel Al-Achouri,M,27.0,184.0,84.0,Tunisia,TUN,2012,Verão,London,Luta Livre,Luta Greco Romana Masculina Meio Pesado,,1.84,24.8109640831758,Tunísia
Chantal Achterberg,F,27.0,172.0,72.0,Netherlands,NED,2012,Verão,London,Remo,Remo Feminino Oito com Cocheiro,Bronze,1.72,24.337479718766904,Países Baixos
Chantal Achterberg,F,31.0,172.0,72.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Quádrupla,Prata,1.72,24.337479718766904,Países Baixos
Bryan Josu Acosta Ramos,M,22.0,175.0,74.0,Honduras,HON,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.75,24.163265306122447,Honduras
Julio Csar Acosta Gonzlez,M,29.0,160.0,62.0,Chile,CHI,2016,Verão,Rio de Janeiro,Levantamento de Peso,Levantamento de Peso Masculino Peso Pena,,1.6,24.218749999999996,Chile
Luz Mercedes Acosta Valdez,F,31.0,164.0,63.0,Mexico,MEX,2012,Verão,London,Levantamento de Peso,Levantamento de Peso Feminino Médio,,1.64,23.423557406305775,México
Mara Jos Acosta Acosta,F,24.0,172.0,69.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminino Meio Pesado Estilo Livre,,1.72,23.323418063818284,Venezuela
Tanya Acosta,F,25.0,182.0,70.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Feminino,,1.82,21.132713440405748,Argentina
"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,37.0,188.0,66.0,United States,USA,2012,Verão,London,Atletismo,Atletismo Feminino Salto em Altura,,1.88,18.673607967406067,Estados Unidos
Crox Ernesto Acua Rodrguez,M,22.0,192.0,89.0,Venezuela,VEN,2012,Verão,London,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.92,24.14279513888889,Venezuela
Roberto Acua,M,25.0,208.0,109.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,2.08,25.194156804733726,Argentina
Arslanbek Aylow,M,23.0,177.0,75.0,Turkmenistan,TKM,2016,Verão,Rio de Janeiro,Boxe,Boxe Masculino Peso Médio,,1.77,23.93948099205209,Turcomenistão
Mariko Adachi,F,29.0,162.0,51.0,Japan,JPN,2012,Verão,London,Triatlo,Triatlo Feminino Distância Olímpica,,1.62,19.43301326017375,Japão
Seiya Adachi,M,21.0,172.0,67.0,Japan,JPN,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,,1.72,22.647376960519203,Japão
Constantin Adam,M,20.0,202.0,105.0,Romania,ROU,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Quatro Sem Cargueiro,,2.02,25.732771296931674,Romênia
Idrissa Adam,M,27.0,178.0,79.0,Cameroon,CMR,2012,Verão,London,Atletismo,Atletismo Masculino 100 metros,,1.78,24.933720489837143,Camarões
Leonie Adam,F,23.0,162.0,54.0,Germany,GER,2016,Verão,Rio de Janeiro,Ginástica de Trampolim,Trampolim Feminino Individual,,1.62,20.576131687242793,Alemanha
Tomasz Adamiec,M,30.0,171.0,69.5,Poland,POL,2012,Verão,London,Judô,Judô Masculino Leve,,1.71,23.767996990527003,Polônia
Nafissatou Moussa Adamou,F,14.0,172.0,72.0,Niger,NIG,2012,Verão,London,Natação,Natação Feminino 50 metros Livre,,1.72,24.337479718766904,Nigéria
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012,Verão,London,Atletismo,Atletismo Masculino 100 metros,,1.8,24.382716049382715,São Cristóvão e Névis
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012,Verão,London,Atletismo,Atletismo Masculino 200 metros,,1.8,24.382716049382715,São Cristóvão e Névis
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012,Verão,London,Atletismo,Revezamento 4 x 100 metros Masculino Atletismo,,1.8,24.382716049382715,São Cristóvão e Névis
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 100 metros,,1.8,24.382716049382715,São Cristóvão e Névis
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 200 metros,,1.8,24.382716049382715,São Cristóvão e Névis
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 100 metros Masculino Atletismo,,1.8,24.382716049382715,São Cristóvão e Névis
Natalie Cammile Adams (-Brannan),F,20.0,173.0,65.0,United States,USA,2012,Verão,London,Natação,Natação Feminino 200 metros Borboleta,,1.73,21.71806608974573,Estados Unidos
Natalie Cammile Adams (-Brannan),F,24.0,173.0,65.0,United States,USA,2016,Verão,Rio de Janeiro,Natação,Natação Feminino 200 metros Borboleta,,1.73,21.71806608974573,Estados Unidos
Liam Adams,M,29.0,178.0,64.0,Australia,AUS,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Maratona,,1.78,20.199469763918696,Austrália
Luke Kendall Adams,M,35.0,189.0,70.0,Australia,AUS,2012,Verão,London,Atletismo,Atletismo Masculino 50 km Marcha,,1.89,19.59631589261219,Austrália
Lyukman Rasakovich Adams,M,23.0,194.0,87.0,Russia,RUS,2012,Verão,London,Atletismo,Atletismo Masculino Salto Triplo,,1.94,23.11616537357849,Rússia
Mareike Adams,F,26.0,174.0,73.0,Germany,GER,2016,Verão,Rio de Janeiro,Remo,Remo Feminino Dupla,,1.74,24.111507464658473,Alemanha
Nicola Virginia Adams,F,29.0,164.0,51.0,Great Britain,GBR,2012,Verão,London,Boxe,Boxe Feminino Peso Mosca,Ouro,1.64,18.961927424152293,Reino Unido
Nicola Virginia Adams,F,33.0,164.0,51.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Boxe,Boxe Feminino Peso Mosca,Ouro,1.64,18.961927424152293,Reino Unido
Paul Adams,M,24.0,185.0,98.0,Australia,AUS,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Masculino Skeet,,1.85,28.634039444850252,Austrália
Rachael Alexis Adams,F,26.0,188.0,81.0,United States,USA,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Feminino,Bronze,1.88,22.917609778180175,Estados Unidos
Valerie Kasanita Adams-Vili (-Price),F,27.0,193.0,120.0,New Zealand,NZL,2012,Verão,London,Atletismo,Atletismo Feminino Arremesso de Peso,Ouro,1.93,32.21562994979731,Nova Zelândia
Valerie Kasanita Adams-Vili (-Price),F,31.0,193.0,120.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Arremesso de Peso,Prata,1.93,32.21562994979731,Nova Zelândia
Filip Kamil Adamski,M,29.0,189.0,87.0,Germany,GER,2012,Verão,London,Remo,Remo Masculino Oito com Cargueiro,Ouro,1.89,24.355421180818006,Alemanha
Yasemin Adar,F,24.0,180.0,75.0,Turkey,TUR,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminino Peso Pesado Estilo Livre,,1.8,23.148148148148145,
"Christopher Thomas ""Chris"" Adcock",M,23.0,183.0,80.0,Great Britain,GBR,2012,Verão,London,Badminton,Badminton Duplas Mistas,,1.83,23.888440980620498,Reino Unido
"Christopher Thomas ""Chris"" Adcock",M,27.0,183.0,80.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Badminton,Badminton Duplas Mistas,,1.83,23.888440980620498,Reino Unido
Jangy McKinley Addy,M,27.0,188.0,88.0,Liberia,LBR,2012,Verão,London,Atletismo,Atletismo Masculino Decatlo,,1.88,24.898143956541425,Libéria
James Adede,M,29.0,162.0,92.0,Kenya,KEN,2016,Verão,Rio de Janeiro,Levantamento de Peso,Halterofilismo Masculino Peso Médio Pesado,,1.62,35.055631763450684,Quênia
Oluwakemi 'Kemi' Adekoya,F,23.0,166.0,63.0,Bahrain,BRN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 400 metros,,1.66,22.8625344752504,Barein
Odunayo Folasade Adekuoroye,F,22.0,169.0,53.0,Nigeria,NGR,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminina Peso Galo,,1.69,18.556773222226116,Nigéria
Abrar Osman Adem,M,18.0,168.0,58.0,Eritrea,ERI,2012,Verão,London,Atletismo,Atletismo Masculino 5.000 metros,,1.68,20.549886621315196,Eritreia
Abrar Osman Adem,M,22.0,168.0,58.0,Eritrea,ERI,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 5.000 metros,,1.68,20.549886621315196,Eritreia
Biko Adema,M,28.0,177.0,85.0,Kenya,KEN,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Masculino,,1.77,27.13141179099237,Quênia
Aminat Oluwafunmilayo Adeniyi,F,23.0,165.0,58.0,Nigeria,NGR,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminina Peso Leve,,1.65,21.30394857667585,Nigéria
Adenzia Aparecida Ferreira da Silva,F,25.0,187.0,65.0,Brazil,BRA,2012,Verão,London,Voleibol,Vôlei Feminino,Ouro,1.87,18.58789213303211,Brasil
Adenzia Aparecida Ferreira da Silva,F,29.0,187.0,65.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Feminino,,1.87,18.58789213303211,Brasil
Margaret Adetutu Adeoye,F,27.0,162.0,65.0,Great Britain,GBR,2012,Verão,London,Atletismo,Atletismo Feminino 200 metros,,1.62,24.76756591982929,Reino Unido
Moriam Seun Adigun,F,25.0,153.0,52.0,Nigeria,NGR,2012,Verão,London,Atletismo,Atletismo Feminino 100 metros Com Barreiras,,1.53,22.21367849972233,Nigéria
Haydy Morsy Adil,F,16.0,168.0,58.0,Egypt,EGY,2016,Verão,Rio de Janeiro,Pentatlo Moderno,Pentatlo Moderno Feminino Individual,,1.68,20.549886621315196,Egito
Adiyasambuu Tsolmon,F,23.0,165.0,65.0,Mongolia,MGL,2016,Verão,Rio de Janeiro,Judô,Judô Feminino Meio Leve,,1.65,23.875114784205696,Mongólia
Christian Donfack Adjoufack,M,28.0,175.0,80.0,Cameroon,CMR,2012,Verão,London,Boxe,Boxe Masculino Meio Pesado,,1.75,26.122448979591837,Camarões
"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Salto em Altura,,1.88,22.634676324128566,Estados Unidos
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012,Verão,London,Ginástica,Ginástica Feminina Individual Geral,,1.53,16.23307274979709,Suécia
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012,Verão,London,Ginástica,Ginástica Feminina Solo,,1.53,16.23307274979709,Suécia
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012,Verão,London,Ginástica,Ginástica Feminina Barras Assimétricas,,1.53,16.23307274979709,Suécia
Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,2012,Verão,London,Ginástica,Ginástica Feminina Trave,,1.53,16.23307274979709,Suécia
"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,2012,Verão,London,Natação,Natação Feminina 400 metros Livre,Bronze,1.79,21.847008520333322,Reino Unido
"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,2012,Verão,London,Natação,Natação Feminina 800 metros Livre,Bronze,1.79,21.847008520333322,Reino Unido
Aurimas Adomaviius,M,22.0,204.0,100.0,Lithuania,LTU,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Quádrupla de Remo,,2.04,24.029219530949636,Lituânia
Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012,Verão,London,Natação,Natação Masculina 100 metros Livre,Ouro,1.98,25.507601265177023,Estados Unidos
Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012,Verão,London,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,Prata,1.98,25.507601265177023,Estados Unidos
Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012,Verão,London,Natação,Natação Masculina Revezamento 4x100 Metros Medley,Ouro,1.98,25.507601265177023,Estados Unidos
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 50 metros Livre,Bronze,1.98,25.507601265177023,Estados Unidos
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 100 metros Livre,Bronze,1.98,25.507601265177023,Estados Unidos
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Verão,Rio de Janeiro,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,Ouro,1.98,25.507601265177023,Estados Unidos
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4x100 Metros Medley,Ouro,1.98,25.507601265177023,Estados Unidos
Vera Adrian,F,22.0,168.0,57.0,Namibia,NAM,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Feminino Prova de Estrada Individual,,1.68,20.19557823129252,Namíbia
"Adriana ""Adrianinha"" Moiss Pinto",F,33.0,170.0,65.0,Brazil,BRA,2012,Verão,London,Basquete,Basquete Feminino,,1.7,22.49134948096886,Brasil
"Adriana ""Adrianinha"" Moiss Pinto",F,37.0,170.0,65.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Basquete,Basquete Feminino,,1.7,22.49134948096886,Brasil
Erkin Adylbek uulu,M,25.0,190.0,80.0,Kyrgyzstan,KGZ,2016,Verão,Rio de Janeiro,Boxe,Boxe Masculino Meio Pesado,,1.9,22.1606648199446,Quirguistão
Jasper Aerents,M,19.0,191.0,86.0,Belgium,BEL,2012,Verão,London,Natação,Natação Masculina 50 metros Livre,,1.91,23.573915188728378,Bélgica
Jasper Aerents,M,19.0,191.0,86.0,Belgium,BEL,2012,Verão,London,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.91,23.573915188728378,Bélgica
Jasper Aerents,M,23.0,191.0,86.0,Belgium,BEL,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 50 metros Livre,,1.91,23.573915188728378,Bélgica
Jasper Aerents,M,23.0,191.0,86.0,Belgium,BEL,2016,Verão,Rio de Janeiro,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.91,23.573915188728378,Bélgica
Sara Aerts,F,28.0,182.0,64.0,Belgium,BEL,2012,Verão,London,Atletismo,Atletismo Feminino Heptatlo,,1.82,19.32133800265668,Bélgica
Brian O'Neill Afanador Prez,M,19.0,175.0,68.0,Puerto Rico,PUR,2016,Verão,Rio de Janeiro,Tênis de Mesa,Tênis de Mesa Masculino Individual,,1.75,22.20408163265306,Porto Rico
Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,2012,Verão,London,Ginástica,Ginástica Feminina Equipe Geral,Prata,1.58,19.227687870533565,Rússia
Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,2012,Verão,London,Ginástica,Ginástica Feminina Solo,,1.58,19.227687870533565,Rússia
Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,2012,Verão,London,Ginástica,Ginástica Feminina Trave,,1.58,19.227687870533565,Rússia
Khairulnizam Mohd Afendy,M,19.0,182.0,70.0,Malaysia,MAS,2012,Verão,London,Vela,Vela Masculina Dingue Individual,,1.82,21.132713440405748,Malásia
Khairulnizam Mohd Afendy,M,23.0,182.0,70.0,Malaysia,MAS,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Dingue Individual,,1.82,21.132713440405748,Malásia
Franois Jacques Affolter,M,21.0,186.0,74.0,Switzerland,SUI,2012,Verão,London,Futebol,Futebol Masculino,,1.86,21.389756041160826,Suíça
Ahmed Afifi,M,28.0,194.0,92.0,Egypt,EGY,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Masculino,,1.94,24.444680624933575,Egito
Evelina Afoa,F,17.0,162.0,60.0,Samoa,SAM,2016,Verão,Rio de Janeiro,Natação,Natação Feminina 100 metros Costas,,1.62,22.86236854138088,Samoa
Paixo Afonso,M,25.0,176.0,80.0,Angola,ANG,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Dingue para Duas Pessoas,,1.76,25.826446280991735,Angola
Marina Anatolyevna Aframeyeva,F,25.0,171.0,62.0,Russia,RUS,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Adestramento Individual,,1.71,21.20310522895934,Rússia
Cecil Sebastian Afrika,M,28.0,175.0,75.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Masculino,Bronze,1.75,24.489795918367346,África do Sul
Georgios Afroudakis,M,35.0,194.0,103.0,Greece,GRE,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.94,27.367414177914764,Grécia
Khristos Afroudakis,M,28.0,188.0,88.0,Greece,GRE,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.88,24.898143956541425,Grécia
Khristos Afroudakis,M,32.0,188.0,88.0,Greece,GRE,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,,1.88,24.898143956541425,Grécia
"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27.0,193.0,104.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Rúgbi de Sete,Rugby Sevens Masculino,Bronze,1.93,27.92021262315767,África do Sul
Drago Agache,M,28.0,175.0,75.0,Romania,ROU,2012,Verão,London,Natação,Natação Masculina 100 metros Peito,,1.75,24.489795918367346,Romênia
Alphonsine Agahozo,F,16.0,160.0,50.0,Rwanda,RWA,2012,Verão,London,Natação,Natação Feminino 50 metros Livre,,1.6,19.531249999999996,Ruanda
Luca Agamennoni,M,31.0,187.0,93.0,Italy,ITA,2012,Verão,London,Remo,Remo Masculino Quatro Sem Cargueiro,,1.87,26.59498412879979,Itália
Luca Agamennoni,M,35.0,187.0,93.0,Italy,ITA,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Oito com Cargueiro,,1.87,26.59498412879979,Itália
Clarisse Agbegnenou,F,23.0,164.0,66.0,France,FRA,2016,Verão,Rio de Janeiro,Judô,Judô Feminino Meio Médio,Prata,1.64,24.538964901844146,França
Levon Aghasyan,M,21.0,193.0,75.0,Armenia,ARM,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Salto Triplo,,1.93,20.13476871862332,Armênia
Marilyn Agliotti,F,33.0,172.0,58.0,Netherlands,NED,2012,Verão,London,Hóquei,Hóquei Feminino,Ouro,1.72,19.60519199567334,Países Baixos
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Verão,London,Natação,Natação Masculina 100 metros Livre,,2.02,22.05666111165572,França
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Verão,London,Natação,Natação Masculino 200 metros Livre,Ouro,2.02,22.05666111165572,França
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Verão,London,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,Ouro,2.02,22.05666111165572,França
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Verão,London,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,Prata,2.02,22.05666111165572,França
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Verão,London,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,2.02,22.05666111165572,França
Yannick Agnel,M,24.0,202.0,90.0,France,FRA,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 200 metros Livre,,2.02,22.05666111165572,França
Salvador Jos Milhazes Agra,M,24.0,168.0,70.0,Portugal,POR,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.68,24.801587301587304,Portugal
Anna Agrafioti,F,21.0,178.0,76.0,Greece,GRE,2012,Verão,London,Vela,Vela Feminina Um Pessoal Dinghy,,1.78,23.98687034465345,Grécia
Ulrika Maria gren,F,25.0,176.0,74.0,Sweden,SWE,2012,Verão,London,Handebol,Handebol Feminino,,1.76,23.889462809917354,Suécia
Renzo Pasquale Zeglio Agresta,M,27.0,181.0,76.0,Brazil,BRA,2012,Verão,London,Esgrima,Esgrima Masculino Sabre Individual,,1.81,23.198315069747565,Brasil
Renzo Pasquale Zeglio Agresta,M,31.0,181.0,76.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Esgrima,Esgrima Masculino Sabre Individual,,1.81,23.198315069747565,Brasil
Norisbeth Isais Agudo Gonzlez,F,24.0,163.0,55.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Vôlei de Praia,Vôlei de Praia Feminino,,1.63,20.70081674131507,Venezuela
Alberto Martn Aguilar Surez,M,27.0,194.0,80.0,Venezuela,VEN,2012,Verão,London,Atletismo,Revezamento 4 x 400 metros Masculino,,1.94,21.25624402168137,Venezuela
Alessandra Aguilar Morn,F,34.0,165.0,50.0,Spain,ESP,2012,Verão,London,Atletismo,Atletismo Feminino Maratona,,1.65,18.36547291092746,Espanha
Alessandra Aguilar Morn,F,38.0,165.0,50.0,Spain,ESP,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Maratona,,1.65,18.36547291092746,Espanha
Evelis Jazmin Aguilar Torres,F,23.0,173.0,64.0,Colombia,COL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Heptatlo,,1.73,21.383941996057334,Colômbia
Felipe Aguilar Mendoza,M,23.0,191.0,72.0,Colombia,COL,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.91,19.736301088237713,Colômbia
Felipe Aguilar Schler,M,41.0,170.0,72.0,Chile,CHI,2016,Verão,Rio de Janeiro,Golfe,Golfe Masculino Individual,,1.7,24.913494809688583,Chile
Iaki Aguilar Vicente,M,28.0,189.0,82.0,Spain,ESP,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.89,22.955684331345708,Espanha
Iaki Aguilar Vicente,M,32.0,189.0,82.0,Spain,ESP,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,,1.89,22.955684331345708,Espanha
Macarena Aguilar Daz,F,27.0,170.0,67.0,Spain,ESP,2012,Verão,London,Handebol,Handebol Feminino,Bronze,1.7,23.18339100346021,Espanha
Macarena Aguilar Daz,F,31.0,170.0,67.0,Spain,ESP,2016,Verão,Rio de Janeiro,Handebol,Handebol Feminino,,1.7,23.18339100346021,Espanha
Sandra Aguilar Navarro,F,19.0,167.0,50.0,Spain,ESP,2012,Verão,London,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,,1.67,17.92821542543655,Espanha
Sandra Aguilar Navarro,F,23.0,167.0,50.0,Spain,ESP,2016,Verão,Rio de Janeiro,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,Prata,1.67,17.92821542543655,Espanha
Yulenmis Aguilar Martnez,F,20.0,165.0,66.0,Cuba,CUB,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Lançamento de Dardo,,1.65,24.242424242424246,Cuba
Tomas Alonso Aguilera Armendariz,M,27.0,202.0,95.0,Mexico,MEX,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Masculino,,2.02,23.28203117341437,México
